movieid,producerid,addition
1893245,99713,"(associate producer)"
1893245,281946,(producer)
1893245,345387,(producer)
1893343,95657,(producer)
1893343,117758,"(executive producer)"
1893343,337412,(producer)
1893343,408037,(producer)
1893343,434054,"(executive producer)"
1893343,436704,"(executive producer)"
1893343,508019,"(executive producer)"
1893483,57228,"(executive producer)"
1893483,336462,(producer)
1893483,506840,(producer)
1893657,72308,"(executive producer)"
1893657,90157,(producer)
1893657,195746,(producer)
1893657,196833,"(executive producer)"
1893657,264859,(co-producer)
1893657,273891,(co-producer)
1893657,315702,"(executive producer)"
1893657,315703,(producer)
1893657,414268,"(executive producer) (as John Re)"
1894338,296348,"(producer) (uncredited)"
1894453,72663,"(associate producer)"
1894453,108833,(producer)
1894453,195910,(producer)
1894453,203907,"(associate producer)"
1894453,237748,(co-producer)
1894453,330135,"(associate producer) (as Carmen Moré)"
1894453,442798,"(producer) (as Joseph M. Singer)"
1894453,516354,"(executive producer)"
1894453,530513,"(associate producer)"
1894619,431513,(producer)
1894753,41115,"(associate producer)"
1894753,65677,(producer)
1894753,70042,"(executive producer)"
1894753,232704,(producer)
1894753,286926,"(executive producer)"
1894753,306923,"(executive producer)"
1894753,361289,(producer)
1894753,398038,"(executive producer)"
1895102,127873,"(associate producer)"
1895102,142358,(co-producer)
1895102,179381,(co-producer)
1895102,227795,"(associate producer)"
1895102,257862,(producer)
1895102,319246,"(executive producer)"
1895102,355291,"(executive producer)"
1895102,355485,"(associate producer)"
1895102,454429,"(producer) (as Steve Stabler)"
1895102,474974,(co-producer)
1895102,509658,(producer)
1895159,121083,"(producer) (uncredited)"
1895286,111250,"(executive producer)"
1895286,111259,(producer)
1895286,289339,"(associate producer) (as José Lopez Rodero)"
1895298,78825,"(executive producer)"
1895298,254605,"(line producer)"
1895298,267651,(producer)
1895298,334262,"(executive producer)"
1895298,438994,"(associate producer)"
1895298,483774,(producer)
1895298,500374,(producer)
1895298,519655,(producer)
1895425,44274,(producer)
1895425,46519,(co-producer)
1895425,257802,"(associate producer)"
1895425,277908,"(executive producer)"
1895425,518505,(producer)
1895463,267651,(producer)
1895463,295509,"(associate producer)"
1895463,500374,"(executive producer)"
1895463,519655,"(executive producer)"
1896345,146625,(producer)
1896345,165855,"(associate producer) (as Mauri Gayton)"
1896345,202298,(co-producer)
1896345,309218,(producer)
1896980,174630,(producer)
1896980,519218,(co-producer)
1897539,99820,(producer)
1897539,343169,"(associate producer)"
1897539,409027,"(associate producer)"
1897778,244406,(producer)
1897778,304938,"(associate producer)"
1897778,453090,(producer)
1898323,240717,"(executive producer)"
1898323,425939,(producer)
1898372,123367,"(producer) (uncredited)"
1898372,265294,"(executive producer)"
1898372,402891,(producer)
1898449,185648,"(associate producer)"
1898449,447952,"(line producer)"
1898449,486809,(producer)
1898449,502967,"(executive producer)"
1898449,506800,"(chief executive producer: FilmFour) (uncredited)"
1898539,241755,(producer)
1898779,135909,"(executive producer)"
1898779,345611,(producer)
1898814,151461,(producer)
1898814,199934,"(associate producer) (as William L. Hayward)"
1898814,387520,"(producer) (uncredited)"
1898814,425963,"(executive producer)"
1898834,24972,"(producer) (uncredited)"
1898971,142593,(co-producer)
1898971,216767,"(associate producer)"
1898971,238164,"(associate producer) (as Robert Kantor)"
1898971,413293,(producer)
1898971,413294,"(executive producer)"
1898971,413295,"(associate producer)"
1899474,215430,(producer)
1899474,254226,(producer)
1899474,289585,(producer)
1899474,430260,(producer)
1899694,97830,"(executive producer)"
1899694,136830,"(executive producer)"
1899694,147845,"(executive producer)"
1899694,465889,(producer)
1899730,64221,(producer)
1899730,118524,(producer)
1899730,150916,(co-producer)
1899730,272787,"(executive producer)"
1899741,19359,"(associate producer)"
1899741,257048,"(line producer)"
1899741,382840,"(coordinating producer)"
1899741,410708,(producer)
1899769,52739,"(executive producer) (as Ron Bozman)"
1899769,61854,"(executive producer)"
1899769,62715,(producer)
1899769,186703,(co-producer)
1899769,370556,(producer)
1899769,527602,"(executive producer)"
1900069,226757,"(associate producer)"
1900069,330548,(producer)
1900069,436504,"(line producer)"
1900069,457712,(producer)
1900069,519192,(co-producer)
1900319,26711,(producer)
1900319,180754,(producer)
1900319,191397,"(executive producer)"
1900319,214266,(producer)
1900319,379740,"(associate producer)"
1900319,410677,"(executive producer)"
1900319,415292,"(executive producer)"
1900319,493948,"(associate producer)"
1900465,64221,(producer)
1900465,118524,(producer)
1900465,197839,"(executive producer)"
1900465,475869,"(associate producer)"
1901554,103168,(producer)
1901554,106134,"(associate producer)"
1901554,109016,(producer)
1901554,381684,"(associate producer)"
1901554,381705,"(associate producer)"
1901554,381854,(producer)
1901554,408060,"(executive producer)"
1903954,25889,"(producer: IMCINE)"
1903954,399807,"(producer) (as Alfredo Ripstein Jr.)"
1904083,341560,(producer)
1904548,114785,"(executive producer)"
1904548,162455,(producer)
1904704,374543,(producer)
1906242,159988,(producer)
1906242,163031,"(associate producer)"
1906242,188312,(producer)
1906242,302853,"(line producer)"
1906242,422196,(producer)
1907821,20855,"(associate producer) (as Elizabeth Avellán)"
1907821,110609,"(associate producer)"
1907821,161007,(producer)
1907821,404174,(producer)
1910848,38249,(producer)
1910848,63104,(co-producer)
1910848,160582,(producer)
1910848,407371,(co-producer)
1910848,418182,(producer)
1910848,478755,"(executive producer)"
1910848,525046,(producer)
1911817,41007,(producer)
1911817,80367,(co-producer)
1911817,144118,(producer)
1911817,199900,(co-producer)
1911817,358640,(producer)
1911817,397712,"(line producer)"
1912439,306498,"(executive producer)"
1913354,74853,(producer)
1913354,169489,"(executive producer)"
1913354,182816,"(associate producer)"
1913354,189448,(producer)
1913354,507698,"(executive producer)"
1913354,507723,"(executive producer)"
1913703,260581,(co-producer)
1913703,286926,(producer)
1913703,320824,(producer)
1913703,341153,"(producer) (as Michael Nathanson)"
1913703,398038,(producer)
1914108,36166,(producer)
1914108,101489,(producer)
1914108,185941,(producer)
1914192,156714,(producer)
1914192,188004,"(associate producer)"
1914192,382761,"(associate producer)"
1915247,192142,"(associate producer)"
1915247,394887,"(executive producer)"
1915247,428913,(producer)
1915247,438336,"(executive producer)"
1915291,181173,"(executive producer) (as Hilton Green)"
1915291,409345,"(co-executive producer)"
1915291,528092,(producer)
1915498,1073,"(executive producer)"
1915498,39643,(producer)
1915498,45820,"(executive producer)"
1915498,49530,(producer)
1915498,112802,(co-producer)
1915498,299656,(co-producer)
1915861,34283,"(line producer: Atlanta Olympic games sequences)"
1915861,253408,"(co-executive producer)"
1915861,294605,(producer)
1915861,351966,"(associate producer)"
1915861,360669,(producer)
1915861,382099,(producer)
1915861,410708,(co-producer)
1915861,464122,"(co-executive producer)"
1915861,504809,"(associate producer)"
1915861,518921,"(executive producer)"
1915987,59891,(producer)
1915987,108399,"(executive producer)"
1915987,355485,"(executive producer)"
1915987,419435,"(associate producer)"
1915987,444555,"(executive producer)"
1916996,63877,(co-producer)
1916996,122908,(co-producer)
1916996,247050,"(producer) (as Ellwood E. Kieser)"
1917129,30755,"(executive producer) (as Ron Bass)"
1917129,93027,(producer)
1917129,204942,(producer)
1917129,320824,"(executive producer)"
1917129,446856,"(executive producer)"
1917129,479088,(producer)
1918307,59357,(co-producer)
1918307,70551,"(associate producer)"
1918307,255017,(producer)
1918307,255018,(producer)
1918307,373117,(co-producer)
1918307,412888,"(executive producer) (as Charles Russell)"
1918307,467872,"(executive producer)"
1918312,24284,"(executive producer) (uncredited)"
1918312,288533,(producer)
1918615,117758,(producer)
1918615,194666,"(executive producer)"
1918615,288871,(co-producer)
1918615,434053,"(executive producer)"
1918615,434054,(producer)
1918615,436704,(producer)
1919846,206658,(producer)
1919846,413006,(producer)
1919853,39362,"(associate producer)"
1919853,154564,"(producer) (as Larry Franco)"
1919853,206658,(producer)
1919898,70552,"(associate producer)"
1919898,224222,(producer)
1919947,97651,(producer)
1919947,322231,"(executive producer)"
1920973,70000,"(associate producer: Mate Productions)"
1920973,170790,"(executive producer: NTV Profit - Moscow) (as Evgueni Guindilis)"
1920973,249875,"(associate producer: Gala Films Ltd.)"
1920973,261405,"(executive producer: Gala Films Ltd)"
1920973,299693,"(delegate producer)"
1920973,403637,"(executive producer: Studio 1+1) (as Alexandre Rodniansky)"
1920973,419380,"(executive producer: Sofilm)"
1920973,451156,"(associate producer: Mate Productions)"
1920973,479182,"(associate producer: NTV Profit, Moscow) (as Igor Tolstounov)"
1920973,479673,"(associate producer: Gala Films Ltd.)"
1921463,289236,"(producer) (as Raoul J. Lévy)"
1921463,331051,"(co-producer) (uncredited)"
1922080,8984,(producer)
1922080,139101,(producer)
1922571,95857,(co-producer)
1922571,441619,(producer)
1923001,10907,"(executive producer)"
1923001,37057,"(co-executive producer)"
1923001,76018,"(co-producer) (as Cevin Cathell)"
1923001,85041,(producer)
1923001,224000,(producer)
1923001,304731,"(co-executive producer)"
1923001,378610,(co-producer)
1923001,403220,"(associate producer)"
1923001,431127,"(executive producer)"
1923001,506840,"(executive producer)"
1923001,517320,(co-producer)
1923001,525801,"(executive producer) (as Julie Silverman Yorn)"
1923072,298906,"(associate producer)"
1923072,312972,"(line producer)"
1923072,363706,(producer)
1923072,373735,"(producer) (segment "Cupid and Psyche")"
1923072,491251,"(executive producer) (as Gus Van Sant Jr.)"
1923165,48236,(producer)
1923165,58390,"(executive producer)"
1923165,170506,"(executive producer)"
1923165,177195,(producer)
1923165,222000,"(assistant producer)"
1923165,275759,(producer)
1923244,51351,(co-producer)
1923244,88678,"(associate producer)"
1923244,394184,(co-producer)
1923244,451094,(producer)
1923244,482290,(producer)
1923287,234689,(producer)
1923287,284668,(producer)
1923287,290557,(producer)
1923531,61839,(producer)
1923531,444800,(producer)
1923821,17527,"(co-executive producer)"
1923821,33023,"(executive producer)"
1923821,124704,"(executive producer)"
1923821,182077,(producer)
1923821,229603,"(co-executive producer)"
1923821,402123,(co-producer)
1923821,405823,"(co-executive producer)"
1923955,140149,"(assistant producer)"
1923955,205685,(co-producer)
1923955,266589,"(associate producer)"
1923955,302588,(co-producer)
1923955,358114,"(co-producer) (as Zakaela Rachel Othmer)"
1923955,360157,(co-producer)
1923955,378353,(producer)
1923955,463660,"(executive producer)"
1923981,57080,"(executive producer)"
1923981,178238,"(executive producer)"
1923981,184315,"(associate producer)"
1923981,229603,(producer)
1923981,405823,"(producer) (uncredited)"
1924384,329931,"(associate producer)"
1924384,363477,(producer)
1924384,459233,(producer)
1924384,488831,(producer)
1924384,516978,"(line producer)"
1924700,49260,(producer)
1924700,126462,"(associate producer)"
1924700,133307,"(executive producer)"
1924700,184219,"(executive producer)"
1924755,49530,(producer)
1924755,179816,"(co-producer) (as B. Casey Grant)"
1924755,245544,(producer)
1924755,441207,"(producer) (uncredited)"
1924959,146731,(co-producer)
1924959,155101,"(associate producer)"
1924959,371046,"(executive producer)"
1924959,440919,(producer)
1924959,475234,(producer)
1924959,475246,(producer)
1925337,550,"(executive producer)"
1925337,104778,"(associate producer)"
1925337,300523,(producer)
1925337,321081,"(executive producer)"
1925337,407244,(producer)
1925449,49260,(producer)
1925449,270474,(producer)
1925449,356625,"(associate producer)"
1925477,132713,(producer)
1925477,156852,(producer)
1925477,265935,"(executive producer)"
1925477,265935,(producer)
1925477,506303,"(associate producer) (as David Webb)"
1925610,183038,(producer)
1925610,384948,"(executive producer)"
1926507,56148,(co-producer)
1926507,217703,(producer)
1926507,247791,"(associate producer)"
1926507,424253,"(executive producer)"
1926668,90874,"(executive producer)"
1926668,370340,"(line producer)"
1926668,408048,"(executive producer)"
1926668,408179,"(line producer) (as Scott Rosenfelt)"
1926668,463180,(producer)
1926854,252631,"(associate producer)"
1926854,276407,(producer)
1926854,378021,(co-producer)
1926866,51035,"(line producer)"
1926866,86508,(co-producer)
1926866,88012,(producer)
1926866,105653,"(executive producer)"
1926866,164950,"(associate producer)"
1926866,167120,"(line producer)"
1926866,271109,"(associate producer)"
1926866,438601,"(executive producer)"
1926866,448155,(producer)
1927003,93873,(co-producer)
1927003,194991,"(executive producer)"
1927003,259105,(producer)
1927004,161319,(producer)
1927021,195916,"(executive producer)"
1927021,371609,(producer)
1927021,530879,"(associate producer)"
1927338,143055,(producer)
1927338,372792,"(executive producer)"
1927338,512739,(producer)
1927339,58316,"(executive producer)"
1927339,143055,(producer)
1927339,306923,"(executive producer)"
1927339,512739,(producer)
1927950,79323,(producer)
1927950,91096,(co-producer)
1927950,124594,"(executive producer)"
1927950,173057,(producer)
1927950,257183,"(executive producer)"
1927950,275915,"(associate producer)"
1927950,357439,(producer)
1927950,370556,(producer)
1927950,395803,"(executive producer)"
1927950,509339,(co-producer)
1928004,381181,(producer)
1928609,192329,"(executive producer)"
1928609,424051,"(associate producer)"
